Sr. No,Institute Code,Institute Name,DISTRICT,Status,Fees,Hostel,Avg Placement,Highest Placement,Minority,Branch,GOPEN,GOPEN R,GOBC,GOBC R,GSC,GSC R,GST( S & H),GST R,GVJ(S & H),GVJ R,GNT1(S & H),GNT1 R,GNT2( S& H),GNT2 R,GNT3( S& H),GNT3 R,GSEBC (S & H),GSEBC R,LOPEN( S & H),LOPEN R,LOBC(S & H),LOBC R,LSC( S&  H),LSC R,LST(S & H),LST R,LVJ(S & H),LVJ R,LNT1(S & H),LNT1 R,LNT2(S & H),LNT2 R,LNT3(S & H),LNT3 R,LSEBC(S & H),LSEBC R,MI,MI R,TFWS,TFWS R,EWS,EWS R,ORPHAN,ORPHAN R,DEFOPENS,DEFOPENS R,DEFOBCS,DEFOBCS R,DEFROBCS,DEFROBCS R,DEFSCS,DEFSCS R,DEFRSCS,DEFRSCS R,DEFSTS,DEFSTS R,DEFSEBCS,DEFSEBCS R,DEFRSEBCS,DEFRSEBCS R,DEFRNT1S,DEFRNT1S R,DEFRNT2S,DEFRNT2S R,DEFRNT3S,DEFRNT3S R,DEFRVJS,DEFRVJS R,PWDOPENS,PWDOPENS R,PWDOPENH,PWDOPENH R,PWDOBCS,PWDOBCS R,PWDOBCH,PWDOBCH R,PWDROBCS,PWDROBCS R,PWDROBCH,PWDROBCH R,PWDSCS,PWDSCS R,PWDSCH,PWDSCH R,PWDRSCS,PWDRSCS R,PWDRSCH,PWDRSCH R,PWDRSTS,PWDRSTS R,PWDRSTH,PWDRSTH R,PWDSEBCS,PWDSEBCS R,PWDRSEBCS,PWDRSEBCS R,PWDRSEBCH,PWDRSEBCH R,PWDRNT1S,PWDRNT1S R,PWDRNT2S,PWDRNT2S R,PWDRNT3S,PWDRNT3S R,PWDRVJS,PWDRVJS R,AI,AI R
1844,6634,"Kjei'S Trinity Academy Of Engineering, Yewalewadi, Pune",Pune,Un-Aided,M,A,3.03 LPA,9.11 LPA,,Mechanical Engineering,54.3568289,113714,28.8690743,151942,45.3423263,129413,,,,,,,,,25.5139718,156428,45.5784574,128488,65.5509182,91986,32.2475132,147536,11.4731237,170824,,,,,43.4393889,132254,,,,,28.8690743,151767,,,,,24.7657909,156906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6240189,73548
1567,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Civil Engineering,41.3261276,135264,,,14.7377685,167805,,,16.2423214,166152,,,34.1954023,145792,,,2.2833818,178179,5.5566668,175731,,,,,,,,,,,,,,,,,,,,,21.6221843,160353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7034184,178652
1568,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Computer Science And Engineering,73.8893284,72644,63.2340107,96756,62.8733646,98110,,,66.1855163,90321,71.7115,78482,73.7743452,73537,61.3261708,100562,70.8722936,80286,77.820685,63568,63.2340107,96565,65.0377535,93684,,,71.1376941,79790,,,78.1973837,62006,,,75.0114283,70384,,,82.2448555,51273,60.0743746,104322,,,64.9513096,94152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6470479,51456
1569,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Electronics And Telecommunication Engg,68.9053056,84857,57.3310702,107989,22.2282247,159690,,,,,,,60.1291862,103958,,,67.6158803,87830,70.5008347,81176,63.7045846,95340,55.1151268,112329,,,,,35.6703287,143120,,,38.5392182,139762,,,,,83.4009466,48527,51.1396363,119687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3242592,65172
1570,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Instrumentation And Control Engineering,45.3423263,129575,2.9443123,177687,,,,,,,22.5662265,159094,,,,,,,65.9366282,90777,,,,,,,,,,,,,,,0.5240629,179274,,,,,15.6816655,166818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9969458,171337
1571,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Chemical Engineering,46.5102928,126971,25.0606208,156658,,,,,,,43.1231034,132844,45.5784574,128481,24.4231968,157231,26.1271353,155188,49.7949643,122282,,,,,,,,,,,,,,,,,,,,,11.4128678,171001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7070408,185825
1572,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Mechanical Engineering,58.5786927,106198,9.9567819,171928,4.9090228,176192,,,,,,,32.8923205,146920,,,28.3301002,152557,16.2979967,165864,,,,,,,,,46.3188381,127996,5.4801079,175799,,,19.3655345,162766,,,73.8893284,72662,19.5522021,162345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6234334,168312
1573,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Electronics And Computer Science,56.9588351,110222,22.974757,158839,3.895894,176888,,,,,43.4393889,132395,43.9565943,131257,,,48.0648514,124748,60.596742,101667,21.0368242,161374,44.4778985,130588,,,,,,,55.2318816,112168,,,56.0103934,111198,,,69.2652564,84213,7.496642,174254,,,10.8434786,171559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2166182,164947
1574,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Computer Science And Engineering (Artificial Intelligence And Data Science),76.1268781,67650,57.1959853,108976,46.3828235,127375,,,1.6812156,178541,49.6193645,122568,73.112247,75278,,,72.3242844,76836,82.8860671,49342,56.846611,110327,50.8618056,120595,,,52.0276576,118389,,,,,,,76.0337773,68067,,,78.9120215,60815,59.8892661,105271,,,17.3380806,165048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,6269,"Shetkari Shikshan Mandal'S Pad. Vasantraodada Patil Institute Of Technology, Budhgaon, Sangli",Sangli,Un-Aided,M,,3-4  LPA,7.5  LPA,,Electrical And Computer Engineering,50.6340761,120853,6.4656331,174824,18.5574725,164131,,,,,47.9076668,125388,29.3071786,151445,,,32.2475132,147398,50.0353239,122089,44.5064233,130246,32.2475132,147407,,,,,,,31.4286926,148911,,,34.2191386,145364,,,66.0164943,90487,44.5064233,130209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7481853,160633
1576,6270,"Rayat Shikshan Sanstha'S Karmaveer Bhaurao Patil College Of Engineering, Satara",Satara,Un-Aided,M,,4  LPA,10  LPA,,Civil Engineering,63.5258359,95970,35.3791065,143645,40.99476,135780,,,,,,,31.4286926,148745,,,55.0733859,112699,65.5509182,91874,49.7949643,122244,54.0859766,114292,,,,,18.4142776,164320,,,,,48.0648514,124764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6283954,142279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7427511,75051
1566,6268,"Tatyasaheb Kore Institute Of Engineering And Technology, Warananagar",Kolhapur,"Un-Aided, Auto",M,,3  LPA,7  LPA,,Mechanical Engineering,54.0550229,114808,34.2191386,145381,1.3269101,178775,,,,,36.2134011,142414,40.1066152,137269,,,32.8923205,146835,45.5784574,128557,6.2330849,175214,4.0184508,176824,,,,,18.5574725,164106,27.5123271,153823,,,30.954192,149604,,,73.112247,75036,34.8002089,145031,,,28.7732713,151994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9149494,76640
1578,6270,"Rayat Shikshan Sanstha'S Karmaveer Bhaurao Patil College Of Engineering, Satara",Satara,Un-Aided,M,,4  LPA,10  LPA,,Electronics And Telecommunication Engg,74.4421543,71553,69.7604398,83154,30.8566205,149870,,,,,43.9565943,131442,55.1151268,112382,31.3198919,149120,73.8486985,73062,76.933232,65042,72.1467831,77384,32.0977394,148012,,,,,,,,,,,74.9709109,70477,,,83.7440631,47140,47.4207012,126246,,,78.1973837,61944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0226888,52081
1579,6270,"Rayat Shikshan Sanstha'S Karmaveer Bhaurao Patil College Of Engineering, Satara",Satara,Un-Aided,M,,4  LPA,10  LPA,,Mechanical Engineering,51.2170385,119247,21.0368242,161269,33.5585964,146379,,,,,,,,,8.8405987,173175,48.6637821,124002,63.0701676,97457,29.3071786,151354,41.0394031,135534,,,,,,,39.2350823,138243,,,50.8618056,120560,,,,,14.3617021,167866,,,48.0648514,124628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1071226,89392
1348,6036,"Government College Of Engineering, Kolhapur",Kolhapur,Govt,L,,,,,Mechanical & Automation Engineering,54.0550229,114621,42.725346,133253,27.815423,153465,,,67.6158803,87902,,,,,,,25.7846411,155342,46.5102928,127110,9.8530334,172072,,,37.2130338,141352,,,,,16.1364215,166303,38.8659877,139101,40.2848342,136679,,,77.1713278,64772,44.8929536,130010,,,67.5881106,88023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,3439,"Anjuman-I-Islam'S Kalsekar Technical Campus, Panvel",Raigad,Un-Aided,M,A,2 LPA,10 LPA,RM - Muslim,Electrical And Computer Engineering,59.0509185,105829,,,,,,,,,,,,,,,,,39.5390798,137724,,,,,,,,,,,,,,,,,30.4575002,150551,64.6500162,94410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,6184,"K. J.'S Educational Institut Trinity College Of Engineering And Research, Pisoli, Haveli",Pune,Un-Aided,M,A,3  LPA,36  LPA,,Electrical Engineering,54.7526673,113087,52.0861037,117866,22.974757,158781,,,,,25.5936912,156118,48.0648514,124457,49.6193645,122579,18.7034184,163560,57.8688386,107418,36.6611018,142027,33.5585964,146394,,,27.4048925,154347,,,,,,,50.0353239,121961,,,62.2534756,99514,43.9565943,131473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7729363,62636
1622,6275,"Shivnagar Vidya Prasarak Mandal'S College Of Engineering, Malegaon-Baramati",Pune,Un-Aided,L,A,,,,Mechatronics Engineering,53.8203081,115216,46.3657898,127618,2.4070689,177949,,,,,,,52.9935209,116582,28.3301002,152448,52.814879,117013,69.275473,84073,58.5786927,105951,22.2282247,159807,,,,,,,,,,,62.7875345,98937,,,73.4468855,74011,36.0381755,142980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,6759,"Shree Ramchandra College Of Engineering, Lonikand,Pune",Pune,Un-Aided,L,A,3-4 LPA,20 LPA,,Electrical Engineering,54.1800379,114158,46.3657898,127428,29.3071786,151213,,,35.6703287,143078,,,,,,,54.7526673,113035,57.2163252,108561,43.4393889,132414,13.0626183,169355,,,,,,,,,,,22.4081803,159546,,,,,46.3657898,127523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5550319,58420
262,2508,Gramin Technical And Management Campus Nanded.,Nanded,Un-Aided,L,,2.5 LPA,6 LPA,,Computer Engineering,57.2537563,108442,42.2207447,134135,44.4778985,130476,1.6171274,178594,53.7694785,115543,47.9842799,124804,53.7424491,115983,50.0353239,122003,34.1954023,145815,68.2901694,85833,44.8929536,129726,59.0509185,105729,55.8763225,111544,40.1066152,137146,60.2921536,102980,55.8763225,111406,63.0759599,97125,40.1585977,136942,,,60.2921536,102908,37.2130338,141394,,,10.2692323,171861,,,,,,,,,,,,,,,,,,,,,,,,,60.8485656,100898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8076469,75852
2025,6901,"Maeer'S Mit College Of Railway Engineering And Research, Jamgaon, Barshi",Solapur,Un-Aided,M,,3-4 LPA,21 LPA,,Computer Science And Engineering,65.5460439,92006,62.7875345,99142,22.4081803,159541,,,54.0550229,114780,32.1785112,147819,,,,,47.9842799,124890,69.7604398,83054,66.4751458,89735,6.3063439,174966,,,,,,,68.9053056,84778,46.5102928,126940,57.8688386,107505,,,72.5041736,76536,54.1800379,113946,,,65.5509182,91707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2790648,42429
1198,5184,"Amruta Vaishnavi Education & Welfare Trust'S Shatabdi Institute Of Engineering & Research, Agaskhind Tal. Sinnar",Nashik,Un-Aided,L,,3.5 LPA,12 LPA,RM - Christian,Electronics And Telecommunication Engg,55.1151268,112304,,,,,,,,,,,,,,,,,41.3261276,135427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.697584,59370
802,4133,"Sanmarg Shikshan Sanstha'S Smt. Radhikatai Pandav College Of Engineering, Nagpur",Nagpur,Un-Aided,L,,3 LPA,8 LPA,,Computer Engineering,55.0733859,112860,51.1396363,119536,52.0276576,118193,7.8389114,173809,58.5786927,106160,,,,,,,65.3627105,92780,62.8351694,98336,54.7526673,112980,57.414259,107585,,,57.1959853,109109,,,0.5995753,179236,,,,,,,69.7639628,82796,13.6336642,168869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4778985,130592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3456878,67398
1734,6315,Sanjeevan Group Of Institutions,Kolhapur,Un-Aided,M,,,,,Computer Science And Engineering,58.1588042,106508,27.6622718,153695,15.201762,167380,,,2.9443123,177699,25.7846411,155407,54.1800379,114069,,,35.6703287,143201,59.8892661,105231,43.4393889,132325,34.1954023,145793,,,,,,,60.546705,101921,,,57.2163252,108881,,,72.8411223,75530,0.8324448,179079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7862916,147664
646,3257,"Vidya Prasarak Mandal'S College Of Engineering, Thane",Thane,Un-Aided,M,NA,7-9 LPA,10-12 LPA,,Electrical Engineering,57.9919409,106963,40.1066152,137220,12.6044134,169816,,,,,,,,,,,,,15.6816655,166846,11.0205778,171250,7.7070408,174101,,,,,,,,,,,,,,,67.5881106,87928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3559436,142979
1900,6757,"Yashoda Technical Campus, Wadhe, Satara.",Satara,Un-Aided,L,,3 LPA,6 LPA,,Artificial Intelligence And Data Science,58.1158577,106759,38.7773761,139310,31.3198919,149215,52.2046883,117514,28.7003692,152361,27.4048925,154315,47.4207012,126271,36.2134011,142471,54.0859766,114248,63.9612515,94842,46.2784017,128311,26.1271353,155063,,,,,,,55.3559436,111771,42.725346,133535,57.1543272,109420,,,71.3988776,79320,6.7863525,174738,,,20.7289199,162087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,5168,"T.M.E. Society'S J.T.Mahajan College Of Engineering, Faizpur",Jalgaon,Un-Aided,L,,4.47 LPA,8 LPA,,Electronics And Telecommunication Engg,41.8427081,134965,32.8344132,147306,,,,,3.8930757,176972,27.815423,153380,,,,,,,43.1231034,132636,32.8344132,147269,,,,,22.0578726,160125,,,,,,,,,,,,,32.1785112,147674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0471793,174765
1072,5125,"Pravara Rural Education Society'S Sir Visvesvaraya Institute Of Technology, Chincholi Dist. Nashik",Nashik,Un-Aided,L,,4.5 LPA,7 LPA,,Electronics And Computer Engineering,54.1800379,113916,50.8618056,120495,27.815423,153466,,,,,,,51.2170385,119373,,,46.3188381,127794,62.7875345,98970,53.8203081,115192,30.4575002,150404,,,,,,,56.9588351,109945,,,24.4231968,157337,,,58.5786927,106045,69.8140377,82333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0479619,65521
713,3465,"Ideal Institute Of Technology, Wada, Dist.Thane",Palghar,Un-Aided,M,A,2.4 LPA,3.5 LPA,,Electronics And Telecommunication Engg,66.8404462,89556,46.3188381,127898,,,,,,,,,55.2318816,112032,,,,,62.8733646,97788,59.9791975,104655,28.3301002,152561,,,,,,,,,,,25.0606208,156558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8208297,54919
1225,5331,"Sandip Foundation'S, Sandip Institute Of Engineering & Management, Nashik",Nashik,Un-Aided,H,,3.6 LPA,12 LPA,,Mechanical Engineering,53.517849,116352,50.8618056,120402,22.5662265,158989,3.5587921,177212,49.513096,123060,33.099972,146621,47.9076668,125273,37.6881791,140625,,,48.777949,123581,43.9565943,131374,1.8370822,178395,,,,,,,,,,,,,,,57.2537563,108348,22.0578726,160066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6705729,69661
625,3221,"Vishnu Waman Thakur Charitable Trust'S Viva Institute Of Technology, Virar",Palghar,Un-Aided,L,NA,NA,NA,,Electrical And Computer Engineering,66.4751458,89975,54.1800379,114183,52.5184688,117199,,,,,,,,,,,,,64.4664266,94675,55.8763225,111383,27.9969458,153140,,,,,,,,,,,,,,,66.8505265,89398,40.1585977,136958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0212766,64781
725,3471,"New Horizon Institute Of Technology & Management, Thane",Thane,Un-Aided,M,NA,3-4 LPA,7-8 LPA,,Civil Engineering,57.2537563,108276,30.954192,149615,24.5948927,157059,,,,,,,30.9687071,149455,,,,,21.3531102,161235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8849565,161409
698,3447,"G.M.Vedak Institute Of Technology, Tala, Raigad.",Raigad,Un-Aided,L,A,4.5 LPA,6.5 LPA,,Computer Engineering,57.1959853,109111,48.8696809,123318,44.3676458,130901,,,,,48.0648514,124680,,,,,21.4924132,160471,48.0648514,124660,45.3423263,129492,38.5392182,139692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0226644,68714
1838,6632,Navsahyadri Education Society'S Group Of Institutions,Pune,Un-Aided,L,A,3.02 LPA,17.02 LPA,,Mechanical Engineering,52.814879,116838,14.0490445,168134,48.8696809,123388,,,,,,,,,,,10.8656299,171377,36.2134011,142562,18.7028082,163647,11.4731237,170793,,,,,6.2330849,175190,45.521922,128860,,,28.0884374,152938,,,61.8908693,99846,7.3207233,174265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6004122,149305
602,3218,"Aldel Education Trust'S St. John College Of Engineering & Management, Vevoor, Palghar",Palghar,"Un-Aided, Auto",M,A,3 LPA,8 LPA,RM - Christian,Mechanical Engineering,63.2687832,96117,,,,,,,,,,,,,,,,,38.8659877,138957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4238693,58673
180,2116,"Matoshri Pratishan'S Group Of Institutions (Integrated Campus), Kupsarwadi , Nanded",Nanded,Un-Aided,L,,,,,Computer Science And Engineering (Artificial Intelligence And Machine Learning),55.3559436,111828,43.8452614,131751,,,,,43.4393889,132482,,,,,,,38.0295157,140526,54.3920183,113399,13.5903735,169005,34.805294,144592,,,,,,,,,,,,,,,53.7694785,115350,40.99476,135941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,3222,"Haji Jamaluddin Thim Trust'S Theem College Of Engineering, At. Villege Betegaon, Boisar",Palghar,Un-Aided,L,A,3-4 LPA,8 LPA,RM - Muslim,Computer Science And Engineering (Artificial Intelligence And Machine Learning),61.3261708,100401,,,,,,,,,,,,,,,,,55.1151268,112493,,,,,,,,,,,,,,,,,0.3800456,179364,70.889365,80059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,4147,"K.D.K. College Of Engineering, Nagpur",Nagpur,"Un-Aided, Auto",M,,3.30 LPA,10LPA,,Mechanical Engineering,52.5184688,117298,50.9307179,120068,46.5102928,126881,7.9711444,173642,,,37.6881791,140650,28.0884374,152802,33.5585964,146282,,,49.513096,122795,45.3423263,129695,38.7773761,139466,,,,,,,27.5123271,153766,,,,,,,57.1959853,109042,1.1851062,178861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8710905,55724
1175,5177,"Matoshri College Of Engineering And Research Centre, Eklahare, Nashik",Nashik,"Un-Aided, Auto",L,,9 LPA,23 LPA,,Mechanical Engineering,52.2046883,117625,50.8618056,120347,8.8496667,173030,,,,,35.3791065,143803,27.815423,153260,43.9565943,131218,22.5020163,159274,50.0957604,121457,47.9842799,124813,24.0053974,158241,,,,,,,,,,,,,,,60.6237408,101276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2232604,72931
914,4172,"Anjuman College Of Engineering & Technology, Nagpur",Nagpur,Un-Aided,M,,4 LPA,12 LPA,RM - Muslim,Electronics And Telecommunication Engg,52.5184688,117146,,,,,,,,,,,,,,,,,50.8618056,120415,,,,,,,,,,,,,,,,,28.8690743,151843,75.0114283,70191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8276777,44322
1969,6794,"Anantrao Pawar College Of Engineering & Research, Pune",Pune,Un-Aided,L,A,6-7 LPA,13-18 LPA,,Electronics Engineering (Vlsi Design And Technology),52.0276576,118482,38.8659877,139261,28.8690743,151799,,,,,,,,,,,2.5931929,177898,52.9935209,116559,47.9842799,124969,3.8930757,177001,,,11.387767,171059,,,53.7424491,115913,,,62.7216425,99425,,,69.2652564,84117,8.059443,173526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,4613,"Suryodaya College Of Engineering & Technology, Nagpur",Nagpur,"Un-Aided, Auto",L,,N/A(84 % Placement),N/A (84% placement),,Civil Engineering,48.6637821,124036,40.2848342,136637,43.4393889,132337,34.1954023,145895,41.0394031,135638,27.5123271,153787,,,,,,,48.6138054,124412,40.2848342,136668,39.5390798,137876,,,,,,,,,,,,,,,40.99476,135975,10.8434786,171508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9375191,78131
974,4197,"Jai Mahakali Shikshan Sanstha, Agnihotri College Of Engineering, Sindhi(Meghe)",Wardha,Un-Aided,L,,2.4 LPA,4.8 LPa,,Mechanical Engineering,46.3657898,127759,10.8434786,171534,,,,,,,,,,,,,,,5.1527915,175922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,4151,"Tulsiramji Gaikwad Patil College Of Engineering & Technology, Nagpur",Nagpur,"Un-Aided, Auto",M,,3.2 LPA,19 LPA,,Electronics And Telecommunication Engg,52.2046883,117425,47.9842799,125033,43.9565943,131198,,,24.4231968,157276,45.5784574,128754,19.4065824,162530,5.2422847,175865,,,54.3920183,113361,50.6340761,120924,49.7949643,122274,43.8452614,131655,29.3071786,151417,54.7526673,113203,42.2200941,134366,,,,,,,55.2318816,112027,18.7034184,163458,0.1218769,179555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,6808,"Keystone School Of Engineering, Pune",Pune,Un-Aided,M,A,3 LPA,20 LPA,,Mechanical Engineering,52.2046883,117522,21.4924132,160571,4.9568966,176151,,,,,,,50.0957604,121578,28.0884374,152755,11.4128678,170984,52.9935209,116676,39.7481853,137717,16.2979967,165974,,,11.9971742,170091,,,,,,,24.7657909,156708,,,,,13.2387508,169124,,,23.9858471,158353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7949643,150137
1182,5179,"Vishwabharati Academy'S College Of Engineering, Ahmednagar",Ahmednagar,Un-Aided,L,,1.5 to 2.5 LPA,7 LPA,,Electronics And Computer Engineering,42.8773305,132917,31.6234334,148465,10.2692323,171873,,,,,,,33.5585964,146270,,,,,28.0884374,152917,22.0578726,160122,23.9454765,158685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9971742,183091
915,6767,"Suman Ramesh Tulsiani Technical Campus: Faculty Of Engineering, Kamshet,Pune.",Pune,Un-Aided,L,A,3 LPA,12.98 LPA,,Computer Science And Engineering (Data Science),54.0859766,114493,47.9076668,125322,62.795808,98555,,,,,15.201762,167365,32.2475132,147460,48.0648514,124703,41.8427081,134895,65.4406319,92451,54.3568289,113879,59.0509185,105612,,,60.6237408,101326,,,,,,,45.4574846,129232,,,69.7639628,82991,20.9410678,161542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
